type,sector,net_usable_area,net_area,n_rooms,n_bathroom,latitude,longitude,price
departamento,lo barnechea,145.0,145.0,3.0,2.0,-33.3505,-70.5462,14000
casa,las condes,168.0,255.0,5.0,4.0,-33.39974,-70.55008000000002,11700
departamento,vitacura,300.0,390.0,4.0,5.0,-33.37937,-70.57288,22000
departamento,vitacura,280.0,280.0,3.0,3.0,-33.37937,-70.57288,19600
casa,providencia,125.0,132.0,3.0,1.0,-33.4352,-70.5884,9373
departamento,providencia,78.0,83.0,2.0,2.0,-33.4308,-70.61399999999998,6500
departamento,vitacura,407.0,510.0,3.0,4.0,-33.3707,-70.5437,38200
departamento,vitacura,111.0,120.0,2.0,2.0,-33.38505,-70.56478,11000
casa,las condes,360.0,1000.0,5.0,5.0,-33.40659,-70.52704,28000
departamento,las condes,140.0,140.0,3.0,3.0,-33.41324,-70.58749,13500
departamento,vitacura,124.0,277.0,2.0,3.0,-33.37681,-70.55069,16000
departamento,providencia,120.0,127.0,3.0,3.0,-33.43057,-70.60958000000002,7640
casa,las condes,508.0,2000.0,5.0,5.0,-33.382909999999995,-70.52509,42500
departamento,providencia,84.0,92.0,2.0,2.0,-33.42967,-70.60359,7500
departamento,providencia,122.0,21.0,3.0,3.0,-33.4407,-70.6171,10234
departamento,las condes,78.0,94.32,3.0,3.0,-33.421890000000005,-70.5803,7600
departamento,vitacura,318.0,318.0,5.0,4.0,-33.37937,-70.57288,28000
casa,las condes,140.0,645.0,4.0,2.0,-33.42846,-70.56626999999997,16000
casa,vitacura,414.0,807.0,4.0,3.0,-33.3739,-70.584,24500
departamento,providencia,62.0,76.0,2.0,2.0,-33.4293,-70.59794000000002,6680
departamento,las condes,120.0,140.0,3.0,3.0,-33.4182,-70.5888,9760
casa,lo barnechea,355.0,1456.0,4.0,5.0,-33.3391,-70.5301,27000
departamento,vitacura,137.0,171.0,2.0,3.0,-33.39905,-70.59293000000001,15950
casa,la reina,86.0,232.0,2.0,1.0,-33.4363,-70.57600000000002,8600
departamento,vitacura,106.0,116.0,3.0,2.0,-33.37721,-70.55279,9990
departamento,nunoa,122.0,133.0,4.0,3.0,-33.45632,-70.60046,7800
departamento,las condes,100.0,105.0,3.0,2.0,-33.4183,-70.5404,8700
departamento,providencia,95.0,95.0,3.0,2.0,-33.4426,-70.6186,6701
casa,lo barnechea,400.0,1600.0,6.0,3.0,-33.3424,-70.5335,33000
departamento,nunoa,33.02,39.05,1.0,1.0,-33.452459999999995,-70.62867,560
casa,vitacura,179.0,431.0,5.0,4.0,-33.37763,-70.56219,16900
casa,lo barnechea,180.0,500.0,4.0,4.0,-33.3264,-70.5175,14000
departamento,las condes,340.0,340.0,4.0,4.0,-33.41793,-70.58569,24000
departamento,las condes,220.0,240.0,3.0,4.0,-33.41267,-70.59576,15000
departamento,vitacura,120.0,134.0,2.0,3.0,-33.38298,-70.5543,8900
departamento,las condes,140.0,140.0,3.0,2.0,-33.41429,-70.59489,17500
casa,lo barnechea,200.0,300.0,3.0,4.0,-33.3398,-70.5031,13900
casa,las condes,169.0,800.0,4.0,2.0,-33.421170000000004,-70.50105,14000
casa,nunoa,160.0,200.0,5.0,3.0,-33.4628,-70.5908,10855
casa,vitacura,330.0,700.0,5.0,4.0,-33.37093,-70.58272,25500
departamento,nunoa,95.0,95.0,3.0,2.0,-33.4487,-70.6006,5630
casa,providencia,179.0,272.0,4.0,4.0,-33.4249,-70.6003,13600
departamento,providencia,85.0,100.0,2.0,2.0,-33.4324,-70.6071,5588
departamento,las condes,150.0,150.0,3.0,2.0,-33.4249,-70.5803,7899
casa,lo barnechea,440.0,1000.0,6.0,5.0,-33.3653,-70.5292,29800
departamento,vitacura,154.0,154.0,4.0,4.0,-33.3769,-70.55261,11500
casa,las condes,223.0,478.0,5.0,3.0,-33.40033,-70.50269,15236
departamento,las condes,500.0,535.0,4.0,2.0,-33.41228,-70.60173,32000
casa,la reina,89.0,160.0,4.0,3.0,-33.4394,-70.55041999999997,7852
departamento,providencia,98.0,115.0,2.0,2.0,-33.4391,-70.5997,9300
departamento,vitacura,130.0,150.0,2.0,3.0,-33.4045,-70.5916,11530
casa,las condes,227.0,536.0,4.0,3.0,-33.4008,-70.5143,27000
casa,nunoa,134.0,158.0,4.0,2.0,-33.4355,-70.5822,11604
departamento,providencia,112.0,122.0,3.0,3.0,-33.4299,-70.5977,16300
casa,lo barnechea,170.0,915.0,3.0,4.0,-33.3395,-70.5007,15400
departamento,nunoa,83.0,93.0,3.0,2.0,-33.45783,-70.59872,6434
departamento,las condes,119.0,128.0,3.0,3.0,-33.4182,-70.5985,9400
casa,las condes,300.0,851.0,3.0,2.0,-33.4252,-70.5903,38295
casa,vitacura,530.0,3000.0,3.0,3.0,-33.3698,-70.566,69000
departamento,nunoa,87.0,91.2,3.0,2.0,-33.45975,-70.60095,5776
casa,las condes,250.0,475.0,4.0,4.0,-33.386,-70.5163,25363
casa,la reina,120.0,280.0,3.0,2.0,-33.45835,-70.56095,6494
casa,las condes,167.0,1315.0,5.0,5.0,-33.4054,-70.5203,35000
departamento,las condes,66.0,70.0,2.0,2.0,-33.4155,-70.562,6000
casa,vitacura,130.0,220.0,3.0,4.0,-33.38092,-70.54778,12300
departamento,las condes,92.0,92.0,3.0,2.0,-33.416909999999994,-70.57254,6700
departamento,las condes,140.0,175.0,4.0,4.0,-33.4003,-70.56353,14690
casa,las condes,180.0,280.0,5.0,4.0,-33.3965,-70.53699999999998,9390
casa,las condes,300.0,665.0,4.0,4.0,-33.376,-70.5101,32500
departamento,lo barnechea,160.0,221.0,4.0,4.0,-33.355,-70.5187,16343
departamento,providencia,220.0,220.0,4.0,4.0,-33.42263,-70.60859,12990
casa,lo barnechea,300.0,950.0,4.0,4.0,-33.3375,-70.5434,28500
departamento,vitacura,222.0,222.0,4.0,3.0,-33.4061,-70.5945,19000
departamento,las condes,138.0,170.0,4.0,4.0,-33.40033,-70.50269,10600
casa,lo barnechea,238.0,488.0,6.0,5.0,-33.35374,-70.48069,19500
departamento,vitacura,200.0,200.0,3.0,2.0,-33.3789,-70.5394,16000
casa,la reina,145.0,300.0,3.0,3.0,-33.43851,-70.54434,10718
casa,vitacura,110.0,93.0,3.0,2.0,-33.37904,-70.54306,6330
departamento,las condes,100.0,100.0,3.0,2.0,-33.4062,-70.57,11200
casa,lo barnechea,303.0,943.0,5.0,4.0,-33.36383,-70.53134,28000
departamento,las condes,65.0,70.0,2.0,2.0,-33.403240000000004,-70.55745,7100
departamento,providencia,107.0,110.0,3.0,3.0,-33.4221,-70.6084,7800
departamento,las condes,140.0,179.0,4.0,3.0,-33.36658,-70.50619,11200
casa,vitacura,640.0,1300.0,5.0,4.0,-33.3717,-70.5778,36000
casa,la reina,440.0,2556.0,6.0,4.0,-33.45,-70.55,35000
departamento,providencia,104.0,116.0,3.0,3.0,-33.43032,-70.60353,11199
departamento,las condes,68.0,94.0,2.0,2.0,-33.41673,-70.55452,7000
casa,providencia,280.0,360.0,7.0,3.0,-33.44416,-70.62077,11697
departamento,las condes,166.0,194.0,4.0,4.0,-33.39696,-70.56353,15600
departamento,las condes,95.0,103.0,3.0,3.0,-33.418,-70.56021,6550
departamento,las condes,92.0,92.0,3.0,2.0,-33.38928,-70.54058,7500
casa,las condes,165.0,370.0,5.0,3.0,-33.38843,-70.51222,12500
casa,las condes,250.0,700.0,5.0,6.0,-33.40822,-70.50704,25500
departamento,las condes,70.0,76.0,2.0,2.0,-33.3772,-70.5252,7700
departamento,las condes,291.0,330.0,4.0,3.0,-33.4179,-70.5073,22000
departamento,las condes,120.0,140.0,3.0,2.0,-33.4168,-70.5621,11000
departamento,vitacura,140.0,163.0,4.0,4.0,-33.39641,-70.59021,12400
departamento,las condes,135.0,142.0,3.0,3.0,-33.41405,-70.59951,10300
departamento,las condes,136.0,148.0,4.0,3.0,-33.4188,-70.5777,9850
casa,la reina,188.0,428.0,7.0,5.0,-33.43516,-70.54120999999998,12900
departamento,lo barnechea,116.0,226.0,3.0,4.0,-33.35589,-70.52367,15500
departamento,nunoa,98.0,108.0,3.0,2.0,-33.45156,-70.59597,6900
casa,lo barnechea,260.0,460.0,7.0,3.0,-33.3286,-70.51677,18000
departamento,vitacura,200.0,220.0,4.0,4.0,-33.39652,-70.58693000000001,18100
casa,las condes,500.0,1450.0,5.0,6.0,-33.40456,-70.51798000000002,35000
casa,las condes,650.0,2650.0,5.0,4.0,-33.3746,-70.5168,66000
departamento,lo barnechea,235.0,312.0,4.0,4.0,-33.33757,-70.49981,22500
casa,providencia,274.0,698.0,4.0,3.0,-33.420970000000004,-70.61879,24000
casa,las condes,120.0,405.0,3.0,2.0,-33.4174,-70.5525,12550
casa,lo barnechea,198.0,736.0,4.0,1.0,-33.3417,-70.4972,20000
departamento,vitacura,190.0,220.0,4.0,4.0,-33.40148,-70.58677,16000
casa,la reina,102.0,160.0,3.0,3.0,-33.44008,-70.55247,7670
casa,nunoa,146.0,239.0,4.0,2.0,-33.4544,-70.587,11541
departamento,vitacura,82.0,98.0,2.0,2.0,-33.39784,-70.57667,9900
casa,la reina,136.0,240.0,4.0,2.0,-33.440740000000005,-70.55268000000001,12709
departamento,lo barnechea,140.0,160.0,4.0,4.0,-33.36066,-70.51422,12990
casa,las condes,600.0,680.0,5.0,6.0,-33.52441,-70.59976999999998,48000
departamento,nunoa,110.0,120.0,4.0,3.0,-33.44637,-70.6011,8255
casa,las condes,290.0,500.0,5.0,3.0,-33.39648,-70.51717,21000
departamento,nunoa,65.0,65.0,2.0,2.0,-33.45449,-70.60383,4691
departamento,nunoa,86.0,97.0,4.0,2.0,-33.4556,-70.58249,5445
departamento,lo barnechea,210.0,235.0,3.0,4.0,-33.35,-70.51666999999998,23000
departamento,providencia,80.0,92.0,2.0,2.0,-33.4335,-70.5982,7973
casa,la reina,144.0,448.0,4.0,2.0,-33.4484,-70.5572,11541
casa,lo barnechea,174.0,216.0,5.0,4.0,-33.33365,-70.52490999999998,11500
departamento,nunoa,95.0,95.0,3.0,2.0,-33.45535,-70.60846,6450
casa,vitacura,152.0,257.0,3.0,3.0,-33.3793,-70.5455,14900
departamento,las condes,164.0,250.0,4.0,3.0,-33.3963,-70.5575,15000
casa,lo barnechea,380.0,980.0,5.0,4.0,-33.35267,-70.51852,23000
departamento,las condes,100.0,115.0,3.0,3.0,-33.41682,-70.58524,10800
casa,lo barnechea,444.0,1637.0,7.0,5.0,-33.3389,-70.5139,32540
departamento,las condes,115.0,130.0,4.0,3.0,-33.4173,-70.572,10000
departamento,providencia,117.0,119.0,4.0,3.0,-33.43071,-70.62267,6500
departamento,vitacura,407.0,510.0,3.0,4.0,-33.3707,-70.5437,38200
departamento,providencia,89.0,124.0,3.0,2.0,-33.4397,-70.589,11024
casa,las condes,340.0,800.0,5.0,3.0,-33.4161,-70.5601,73579
casa,la reina,226.0,550.0,4.0,3.0,-33.43731,-70.56127,21715
departamento,las condes,40.0,50.0,1.0,1.0,-33.40869,-70.54916,5500
departamento,las condes,350.0,370.0,3.0,3.0,-33.416,-70.5869,23500
departamento,las condes,256.0,256.0,4.0,4.0,-33.421170000000004,-70.50105,21000
departamento,vitacura,105.0,111.0,4.0,3.0,-33.3822,-70.5522,7950
casa,las condes,138.0,570.0,5.0,3.0,-33.421170000000004,-70.50105,16402
departamento,lo barnechea,118.0,130.0,4.0,3.0,-33.35539,-70.51918,10950
departamento,vitacura,112.0,130.0,4.0,3.0,-33.37615,-70.54865,10500
casa,vitacura,140.0,200.0,3.0,3.0,-33.37934,-70.54875,12500
casa,vitacura,155.0,273.0,4.0,4.0,-33.3903,-70.55723,14500
departamento,lo barnechea,131.0,131.0,3.0,3.0,-33.3553,-70.5192,11985
departamento,vitacura,110.0,140.0,3.0,3.0,-33.3932,-70.5907,16519
departamento,providencia,118.0,126.0,4.0,3.0,-33.43169,-70.59810999999998,7900
departamento,providencia,70.0,80.0,2.0,2.0,-33.43163,-70.61208,6326
departamento,las condes,118.0,137.0,3.0,3.0,-33.4307,-70.56385,9200
departamento,las condes,120.0,120.0,3.0,3.0,-33.4235,-70.5792,7618
casa,lo barnechea,404.0,1138.0,4.0,3.0,-33.3397,-70.562,32500
casa,las condes,400.0,1200.0,4.0,4.0,-33.4033,-70.5193,29500
casa,providencia,120.0,200.0,4.0,3.0,-33.43278,-70.59125,12448
departamento,las condes,38.0,38.0,1.0,1.0,-33.41358,-70.58182,4800
departamento,lo barnechea,145.0,250.0,3.0,4.0,-33.35988,-70.52235999999998,18900
casa,las condes,400.0,2800.0,4.0,4.0,-33.39734,-70.52257,50000
casa,lo barnechea,418.0,867.0,5.0,4.0,-33.3534,-70.517,35500
casa,las condes,180.0,210.0,4.0,3.0,-33.4244,-70.53705,12982
departamento,providencia,270.0,270.0,3.0,3.0,-33.4246,-70.5955,13000
casa,la reina,200.0,400.0,6.0,2.0,-33.44656,-70.55778000000002,12080
casa,lo barnechea,285.0,1000.0,4.0,3.0,-33.3624,-70.5008,24000
departamento,las condes,90.0,100.0,3.0,2.0,-33.409,-70.5752,8133
casa,nunoa,190.0,450.0,4.0,2.0,-33.4534,-70.5931,16283
casa,las condes,370.0,1190.0,4.0,4.0,-33.37393,-70.49962,26000
departamento,nunoa,49.0,52.0,2.0,2.0,-33.450790000000005,-70.62961999999997,4150
casa,vitacura,156.0,240.0,4.0,4.0,-33.39105,-70.58622,15700
departamento,providencia,97.0,109.0,3.0,2.0,-33.42868,-70.59136,8200
casa,vitacura,200.0,480.0,4.0,3.0,-33.38407,-70.58185,22900
departamento,las condes,130.0,135.0,4.0,4.0,-33.40588,-70.572,12400
departamento,las condes,78.44,97.97,2.0,2.0,-33.37144,-70.51321999999998,9514
casa,nunoa,160.0,630.0,3.0,2.0,-33.44526,-70.58112,16000
casa,lo barnechea,620.0,997.0,6.0,6.0,-33.3211,-70.5488,35900
casa,las condes,153.0,436.0,4.0,3.0,-33.4238,-70.5673,14962
departamento,providencia,211.0,211.0,4.0,3.0,-33.4271,-70.5978,16290
departamento,las condes,124.0,136.0,3.0,2.0,-33.40163,-70.56774,9250
casa,las condes,230.0,460.0,4.0,3.0,-33.40615,-70.50874,16800
departamento,las condes,150.0,160.0,4.0,4.0,-33.42618,-70.59009,12640
casa,lo barnechea,234.0,486.0,5.0,3.0,-33.37036,-70.51661,14300
casa,vitacura,300.0,450.0,4.0,3.0,-33.39089,-70.59345,28000
casa,la reina,220.0,550.0,3.0,3.0,-33.4318,-70.5209,16600
departamento,las condes,179.0,179.0,4.0,4.0,-33.4165,-70.58756,14094
departamento,providencia,104.0,118.0,3.0,3.0,-33.43051,-70.59732,8990
casa,las condes,350.0,1100.0,5.0,4.0,-33.4088,-70.5205,28500
casa,la reina,200.0,410.0,4.0,5.0,-33.43693,-70.52965999999998,16000
casa,nunoa,180.0,360.0,5.0,3.0,-33.446740000000005,-70.60356,14344
casa,la reina,135.0,1705.0,4.0,5.0,-33.43365,-70.51933000000002,22000
departamento,nunoa,41.0,41.0,1.0,1.0,-33.4533,-70.578,3600
departamento,providencia,96.0,146.0,2.0,2.0,-33.4441,-70.6131,9350
casa,nunoa,243.0,402.0,4.0,4.0,-33.4475,-70.6083,16590
departamento,nunoa,62.0,78.0,2.0,2.0,-33.44751,-70.59326999999998,5552
departamento,las condes,120.0,133.0,4.0,3.0,-33.421009999999995,-70.54005,7318
casa,las condes,93.0,286.0,3.0,2.0,-33.406,-70.538,9400
departamento,las condes,300.0,365.0,4.0,4.0,-33.417,-70.5917,28000
casa,las condes,198.0,250.0,3.0,3.0,-33.41058,-70.53617,12700
departamento,nunoa,80.0,88.0,3.0,2.0,-33.4499,-70.6148,5280
departamento,providencia,59.0,59.0,1.0,1.0,-33.41989,-70.60726,4100
departamento,providencia,93.3,103.6,3.0,2.0,-33.44097,-70.59772,7700
casa,lo barnechea,149.0,3158.0,3.0,2.0,-33.3492,-70.4747,16500
casa,vitacura,160.0,520.0,3.0,3.0,-33.383,-70.586,28000
casa,las condes,295.0,995.0,5.0,4.0,-33.4131,-70.527,21300
departamento,providencia,83.0,86.0,2.0,2.0,-33.434,-70.58689,5042
casa,vitacura,150.0,350.0,4.0,3.0,-33.40044,-70.58015,16360
departamento,vitacura,200.0,219.0,5.0,4.0,-33.37763,-70.56219,15800
departamento,lo barnechea,128.0,188.0,3.0,3.0,-33.3534,-70.516,13300
departamento,las condes,150.0,170.0,4.0,3.0,-33.4132,-70.5999,12800
casa,lo barnechea,500.0,1200.0,5.0,4.0,-33.3211,-70.5427,53000
departamento,la reina,74.0,84.0,3.0,2.0,-33.45,-70.55,4933
casa,vitacura,170.0,540.0,4.0,4.0,-33.38194,-70.57869000000002,23000
casa,las condes,400.0,1087.0,6.0,4.0,-33.40155,-70.52296,27000
casa,vitacura,248.0,418.0,4.0,2.0,-33.3883,-70.5738,18500
departamento,nunoa,80.0,80.0,3.0,2.0,-33.453,-70.58800000000002,4858
departamento,vitacura,153.0,160.0,4.0,4.0,-33.37763,-70.56219,12500
casa,las condes,300.0,1250.0,4.0,3.0,-33.4009,-70.5339,24000
departamento,lo barnechea,250.0,540.0,4.0,5.0,-33.35978,-70.51986,29000
departamento,providencia,59.0,62.0,2.0,2.0,-33.43411,-70.62062,5200
casa,las condes,75.0,170.0,3.0,1.0,-33.416,-70.5427,6514
casa,providencia,180.0,272.0,3.0,3.0,-33.4249,-70.6003,13650
casa,las condes,143.0,250.0,5.0,3.0,-33.4163,-70.5672,11650
casa,las condes,270.0,484.0,4.0,5.0,-33.39979,-70.51416,18500
departamento,las condes,80.0,86.0,2.0,2.0,-33.4113,-70.5787,8800
departamento,vitacura,145.0,157.0,5.0,3.0,-33.40685,-70.59646,10500
casa,las condes,661.0,1723.0,6.0,6.0,-33.38755,-70.51921,44950
casa,lo barnechea,350.0,905.0,6.0,5.0,-33.35031,-70.51474,19650
departamento,lo barnechea,206.0,280.0,4.0,4.0,-33.3619,-70.5221,15900
casa,providencia,167.0,223.0,4.0,3.0,-33.43507,-70.58539,13750
departamento,las condes,70.0,70.0,2.0,2.0,-33.4243,-70.54767,5500
casa,lo barnechea,250.18,772.5,5.0,5.0,-33.35901,-70.52891,20000
departamento,vitacura,210.0,440.0,5.0,3.0,-33.3692,-70.58213,21000
casa,las condes,102.0,200.0,3.0,2.0,-33.3931,-70.5531,9794
casa,la reina,140.0,200.0,3.0,3.0,-33.45411,-70.56679,9411
casa,vitacura,80.0,300.0,2.0,2.0,-33.38721,-70.55441,10500
departamento,lo barnechea,93.0,93.2,2.0,2.0,-33.35611,-70.52287,12000
departamento,nunoa,64.0,81.0,2.0,2.0,-33.4412,-70.5731,6650
casa,vitacura,343.0,1219.0,2.0,2.0,-33.3973,-70.5953,75000
casa,las condes,75.0,315.0,3.0,2.0,-33.404920000000004,-70.54602,10674
casa,nunoa,125.0,168.0,4.0,2.0,-33.459,-70.5873,8290
departamento,las condes,96.0,104.0,3.0,3.0,-33.40033,-70.50269,9300
casa,la reina,140.0,222.0,4.0,3.0,-33.4341,-70.5314,10700
departamento,nunoa,60.0,66.0,2.0,2.0,-33.4536,-70.622,4338
casa,vitacura,250.0,530.0,7.0,5.0,-33.39242,-70.5628,30000
casa,lo barnechea,326.0,780.0,5.0,4.0,-33.35,-70.51666999999998,41000
casa,vitacura,260.0,700.0,4.0,4.0,-33.3749,-70.56768000000001,22000
departamento,vitacura,65.0,65.0,2.0,2.0,-33.37937,-70.57288,6800
casa,lo barnechea,225.0,844.0,4.0,3.0,-33.36379,-70.53522,22500
casa,lo barnechea,310.0,468.0,4.0,4.0,-33.346,-70.5042,18000
casa,las condes,380.0,1150.0,4.0,4.0,-33.37138,-70.49623000000003,24800
departamento,vitacura,130.0,145.0,3.0,3.0,-33.400490000000005,-70.57988,10700
departamento,lo barnechea,570.0,570.0,6.0,6.0,-33.3639,-70.5344,32000
casa,las condes,243.0,870.0,4.0,4.0,-33.3705,-70.4962,23900
casa,lo barnechea,840.0,5500.0,5.0,6.0,-33.35804,-70.48338000000003,37500
departamento,las condes,144.0,162.0,4.0,4.0,-33.39488,-70.56123000000001,12800
casa,las condes,470.0,1000.0,7.0,4.0,-33.41272,-70.52776,24900
departamento,providencia,150.0,160.0,4.0,3.0,-33.42675,-70.59815,9403
departamento,las condes,252.0,282.0,4.0,3.0,-33.421170000000004,-70.50105,21000
departamento,las condes,250.0,300.0,3.0,3.0,-33.4125,-70.58454,26000
departamento,las condes,300.0,300.0,3.0,3.0,-33.3828,-70.5183,27500
departamento,lo barnechea,232.0,430.0,5.0,4.0,-33.3164,-70.5624,22000
casa,lo barnechea,380.0,2000.0,5.0,5.0,-33.3381,-70.50871,30000
departamento,las condes,155.0,175.0,3.0,4.0,-33.413270000000004,-70.58739,13300
casa,lo barnechea,485.0,966.0,4.0,5.0,-33.34234,-70.56246,33900
departamento,lo barnechea,140.0,156.0,3.0,3.0,-33.34067,-70.50421,12200
casa,las condes,102.0,340.0,3.0,2.0,-33.4296,-70.5626,15544
departamento,vitacura,120.0,138.0,3.0,3.0,-33.37937,-70.57288,12500
departamento,las condes,120.0,140.0,2.0,3.0,-33.4091,-70.601,11638
departamento,las condes,88.0,96.0,2.0,2.0,-33.400040000000004,-70.57330999999998,9200
departamento,las condes,72.0,78.0,2.0,2.0,-33.3935,-70.5566,7000
casa,vitacura,370.0,5000.0,5.0,4.0,-33.37339,-70.56229,99000
departamento,las condes,63.0,70.0,2.0,2.0,-33.407540000000004,-70.56577,6990
casa,las condes,160.0,435.0,4.0,2.0,-33.4016,-70.5145,14000
departamento,providencia,71.0,83.0,2.0,2.0,-33.4229,-70.6042,5580
casa,las condes,138.0,204.0,4.0,3.0,-33.4181,-70.5693,14100
casa,la reina,216.0,427.0,4.0,4.0,-33.4509,-70.52,18000
departamento,providencia,124.0,124.0,4.0,3.0,-33.420590000000004,-70.60544,7215
casa,las condes,98.0,314.0,2.0,1.0,-33.4172,-70.5368,10857
casa,lo barnechea,260.0,700.0,5.0,3.0,-33.3442,-70.5004,20000
casa,las condes,180.0,400.0,3.0,2.0,-33.41656,-70.57874,16900
casa,lo barnechea,275.0,900.0,5.0,4.0,-33.35,-70.51666999999998,25000
departamento,las condes,78.0,89.0,2.0,2.0,-33.42428,-70.55391,6200
casa,lo barnechea,20.0,180.0,4.0,4.0,-33.357,-70.5112,15300
casa,las condes,565.0,1150.0,7.0,6.0,-33.4068,-70.5223,40000
departamento,providencia,60.0,62.0,2.0,2.0,-33.43163,-70.61208,6239
departamento,las condes,160.0,180.0,4.0,0.0,-33.4245,-70.5767,11800
casa,lo barnechea,400.0,683.0,4.0,4.0,-33.33283,-70.52906,37000
casa,vitacura,280.0,250.0,4.0,4.0,-33.37381,-70.54214,23900
departamento,vitacura,140.0,160.0,4.0,4.0,-33.37763,-70.56219,13900
casa,lo barnechea,220.0,600.0,4.0,3.0,-33.3375,-70.5055,16400
departamento,nunoa,67.0,75.0,2.0,2.0,-33.45048,-70.62486,6170
casa,la reina,170.0,953.68,4.0,2.0,-33.44004,-70.53607,24379
casa,vitacura,140.0,400.0,4.0,3.0,-33.38655,-70.54484000000002,16500
departamento,providencia,155.0,261.0,3.0,2.0,-33.4399,-70.6077,10780
departamento,las condes,245.0,343.0,3.0,4.0,-33.3881,-70.5259,35000
departamento,las condes,160.0,160.0,4.0,2.0,-33.37059,-70.50992,12500
departamento,las condes,173.0,204.0,5.0,3.0,-33.39288,-70.5487,14133
departamento,las condes,77.0,83.0,3.0,2.0,-33.41856,-70.55657,6600
departamento,las condes,205.0,255.0,4.0,0.0,-33.3961,-70.564,18490
departamento,providencia,158.0,178.0,4.0,3.0,-33.4251,-70.5971,10500
departamento,las condes,160.0,160.0,4.0,3.0,-33.4194,-70.5668,9800
departamento,providencia,76.0,92.0,2.0,2.0,-33.4462,-70.6305,7199
casa,vitacura,550.0,4568.0,5.0,4.0,-33.3741,-70.5651,46000
departamento,lo barnechea,120.0,130.0,3.0,4.0,-33.35572,-70.52414,10500
departamento,las condes,140.0,167.0,3.0,3.0,-33.3966,-70.5399,13850
departamento,lo barnechea,190.0,190.0,4.0,3.0,-33.36658,-70.50619,13900
departamento,las condes,85.0,102.0,2.0,2.0,-33.395,-70.5587,8990
casa,las condes,270.0,531.0,4.0,4.0,-33.391659999999995,-70.49825,23450
departamento,las condes,295.0,395.0,5.0,4.0,-33.41124,-70.52232,28800
departamento,vitacura,216.0,216.0,3.0,4.0,-33.3849,-70.57903,16286
departamento,las condes,80.0,94.0,3.0,2.0,-33.41649,-70.58396,6500
departamento,nunoa,88.9,88.9,3.0,1.0,-33.46905,-70.64050999999998,2940
departamento,lo barnechea,95.0,95.0,3.0,2.0,-33.363,-70.5102,5628
departamento,las condes,124.0,220.0,4.0,3.0,-33.421170000000004,-70.50105,17900
departamento,vitacura,128.0,128.0,3.0,2.0,-33.3945,-70.5925,16200
departamento,nunoa,60.0,67.0,2.0,2.0,-33.43734,-70.57692,5300
casa,providencia,196.0,220.0,5.0,7.0,-33.4311,-70.6092,23700
casa,la reina,236.0,559.0,4.0,3.0,-33.43679,-70.52853,15900
casa,lo barnechea,430.0,1600.0,4.0,4.0,-33.3344,-70.535,32900
casa,lo barnechea,440.0,1768.0,4.0,4.0,-33.3415,-70.562,34750
casa,las condes,100.0,450.0,4.0,2.0,-33.40589,-70.54621,11253
departamento,nunoa,100.0,100.0,3.0,2.0,-33.45449,-70.60383,5296
casa,lo barnechea,236.0,751.0,3.0,4.0,-33.3558,-70.4823,19000
casa,las condes,115.0,433.0,3.0,2.0,-33.4094,-70.5354,14500
departamento,lo barnechea,120.0,120.0,3.0,3.0,-33.3607,-70.5165,13010
departamento,vitacura,116.0,116.0,3.0,2.0,-33.39139,-70.59423000000001,11000
casa,lo barnechea,220.0,500.0,5.0,5.0,-33.33285,-70.51273,15500
departamento,las condes,250.0,280.0,3.0,4.0,-33.3985,-70.566,18600
casa,lo barnechea,340.0,867.0,4.0,4.0,-33.361059999999995,-70.54655,24800
casa,nunoa,168.0,343.0,4.0,4.0,-33.45332,-70.58131999999998,13518
casa,lo barnechea,180.0,280.0,6.0,3.0,-33.32837,-70.50164000000001,11190
departamento,vitacura,133.0,140.0,4.0,3.0,-33.3885,-70.58830999999998,13000
departamento,providencia,34.0,42.0,1.0,1.0,-33.42255,-70.62245,5300
departamento,providencia,58.0,58.0,2.0,1.0,-33.42957,-70.62895999999998,4650
departamento,providencia,45.0,48.0,1.0,2.0,-33.42488,-70.61859,4329
departamento,nunoa,71.0,71.0,2.0,2.0,-33.45361,-70.58814,5123
